experiment,job,metric,metric_display,mean,std,num_seeds,complete
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.0995671004,0.0080988258,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0973983730,0.0027721877,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2176649272,0.0048233744,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1386718775,0.0103486272,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,pets_test_accuracy,Pets Lin.,0.1222826069,0.0305026378,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0544050857,0.0035689165,3,True
sota/imagenet-100-lt/bridge_sdclr,jobs/sota/imagenet-100-lt/bridge_sdclr.sh,training_time,Training time (h),20.3681856791,1.7561801750,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1496700644,0.0024854650,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0707858404,0.0027598820,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,cars_test_accuracy,Cars Lin.,0.0939542502,0.0046216127,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0308793460,0.0010427439,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3356666664,0.0033767205,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4559000134,0.0077901650,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6543666720,0.0016213774,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7421333392,0.0054481423,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,flowers_test_accuracy,Flowers Lin.,0.2554112623,0.0250559261,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1822222273,0.0021172907,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4828559061,0.0035393854,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4084201356,0.0051629331,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,pets_test_accuracy,Pets Lin.,0.3306159476,0.0277416532,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1564940959,0.0074533139,3,True
sota/imagenet-100-lt/bridge_ts,jobs/sota/imagenet-100-lt/bridge_ts.sh,training_time,Training time (h),10.2498658498,0.5259466204,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0226954610,0.0054779553,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0206958602,0.0012725380,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,cars_test_accuracy,Cars Lin.,0.0138888893,0.0032165067,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0102249488,0.0027588420,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1085333327,0.0020853997,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1803666701,0.0055259001,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3253333271,0.0039802287,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4112333357,0.0168709502,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1082251072,0.0170433062,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1069918697,0.0066288808,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2194010417,0.0064668686,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1119791667,0.0023170724,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,pets_test_accuracy,Pets Lin.,0.1041666642,0.0025619805,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0471389641,0.0017376130,3,True
sota/imagenet-100-lt/sdclr,jobs/sota/imagenet-100-lt/sdclr.sh,training_time,Training time (h),15.0410703023,0.0610136634,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.1963607272,0.0021950087,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1120775839,0.0037087041,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,cars_test_accuracy,Cars Lin.,0.1372549037,0.0034662060,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0603271984,0.0069469484,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3734999994,0.0019799044,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4677333335,0.0035640169,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6858000159,0.0037956200,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7391333381,0.0045973491,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.3593073487,0.0723733897,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3220054209,0.0069143468,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5036892494,0.0051079076,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.4390190939,0.0086097398,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,pets_test_accuracy,Pets Lin.,0.3858695626,0.0153718829,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.2359673033,0.0026229835,3,True
sota/imagenet-100-lt/simclr,jobs/sota/imagenet-100-lt/simclr.sh,training_time,Training time (h),16.8992449443,0.3733617055,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1502699405,0.0012725398,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0828834226,0.0046616846,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,cars_test_accuracy,Cars Lin.,0.1245915070,0.0123498523,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0472392639,0.0018060858,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3648666739,0.0009030843,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4402000010,0.0048709933,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6842333277,0.0026948603,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7248666684,0.0039752058,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,flowers_test_accuracy,Flowers Lin.,0.3571428557,0.0183664024,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2660162548,0.0102641043,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5672742923,0.0115528126,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.5223524372,0.0049391545,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,pets_test_accuracy,Pets Lin.,0.4057971040,0.0217768411,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.2356039931,0.0169205648,3,True
sota/imagenet-100-lt/ts,jobs/sota/imagenet-100-lt/ts.sh,training_time,Training time (h),17.2200482686,0.0997751781,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,aircraft_test_accuracy,Aircraft Lin.,0.1771645695,0.0104745440,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.1002799446,0.0015934177,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,cars_test_accuracy,Cars Lin.,0.0915032675,0.0075101221,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,carsknn_knn_test_accuracy,Cars kNN,0.0482617592,0.0053561556,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.4096333285,0.0035537080,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4979666670,0.0039296666,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.7478666504,0.0036233815,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7811333338,0.0033688062,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,flowers_test_accuracy,Flowers Lin.,0.1818181823,0.0106038494,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2423306207,0.0060612602,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.3899739583,0.0061304005,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2973090311,0.0032479674,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,pets_test_accuracy,Pets Lin.,0.2735507240,0.0273844487,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,petsknn_knn_test_accuracy,Pets kNN,0.1624886443,0.0074533097,3,True
sota/cifar-10-lt/bridge,jobs/sota/cifar-10-lt/bridge.sh,training_time,Training time (h),20.1985047658,0.1784322539,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0222955402,0.0060452773,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0218956210,0.0020045935,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,cars_test_accuracy,Cars Lin.,0.0142973857,0.0005777016,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0124744376,0.0020854887,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1144333333,0.0059968486,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1791666696,0.0052162127,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3438333273,0.0118356307,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4094333351,0.0070872381,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1103896126,0.0242964793,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0877506783,0.0149860330,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2102864534,0.0063788795,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1171875000,0.0111630392,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,pets_test_accuracy,Pets Lin.,0.0996376822,0.0268397331,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0500454145,0.0017982726,3,True
sota/cifar-10-lt/bridge_sdclr,jobs/sota/cifar-10-lt/bridge_sdclr.sh,training_time,Training time (h),17.6406943003,0.0422742428,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1112777442,0.0074483407,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0661867646,0.0038747904,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,cars_test_accuracy,Cars Lin.,0.0751633992,0.0087422100,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0314928417,0.0025212323,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3531333307,0.0046991659,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4608666698,0.0025901518,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.7756000161,0.0071278732,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7863333225,0.0031961662,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,flowers_test_accuracy,Flowers Lin.,0.1450216422,0.0061221318,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1632520358,0.0063823305,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.3960503439,0.0078365710,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2673611144,0.0013377672,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,pets_test_accuracy,Pets Lin.,0.2509058019,0.0271134661,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1249772956,0.0100321205,3,True
sota/cifar-10-lt/bridge_ts,jobs/sota/cifar-10-lt/bridge_ts.sh,training_time,Training time (h),21.6022103628,0.9643657745,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0243024305,0.0091053043,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0219021905,0.0018001795,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,cars_test_accuracy,Cars Lin.,0.0114519419,0.0007084049,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0169838350,0.0028353606,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.0997333303,0.0030287546,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1555666775,0.0022501838,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3007666767,0.0034268531,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.3956999779,0.0113450354,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1198257133,0.0164484438,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1007209793,0.0073567098,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.1652551442,0.0156397037,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.0983713269,0.0033851184,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,pets_test_accuracy,Pets Lin.,0.0905797109,0.0184969027,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0439720154,0.0037601900,3,True
sota/cifar-10-lt/sdclr,jobs/sota/cifar-10-lt/sdclr.sh,training_time,Training time (h),14.1144027710,1.3365312815,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.1602160186,0.0089608086,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0976097584,0.0072028022,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,cars_test_accuracy,Cars Lin.,0.0654396713,0.0035420256,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0374462865,0.0036832411,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3338666856,0.0028023820,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.3803333342,0.0095824394,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6689999700,0.0043208683,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.6775999665,0.0021071211,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.1917211413,0.0164484400,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1647964418,0.0081335763,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.3200868666,0.0065902178,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2401737422,0.0076066363,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,pets_test_accuracy,Pets Lin.,0.2400362343,0.0128418868,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.1388207525,0.0082414690,3,True
sota/cifar-10-lt/simclr,jobs/sota/cifar-10-lt/simclr.sh,training_time,Training time (h),17.0433368683,0.3097715676,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1033103392,0.0013529134,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0642064214,0.0023814137,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,cars_test_accuracy,Cars Lin.,0.0429447889,0.0021252157,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0243503172,0.0055020782,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.2784999907,0.0035369559,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.3598000109,0.0173285883,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6628000140,0.0056559546,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.6854000092,0.0134892557,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,flowers_test_accuracy,Flowers Lin.,0.1307189614,0.0196078457,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.1046782658,0.0072880862,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.3150922954,0.0117324060,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.2199782878,0.0085023958,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,pets_test_accuracy,Pets Lin.,0.1965579540,0.0226267986,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1112019643,0.0036668347,3,True
sota/cifar-10-lt/ts,jobs/sota/cifar-10-lt/ts.sh,training_time,Training time (h),18.1997318268,0.4646553993,3,True
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,aircraft_test_accuracy,Aircraft Lin.,0.1822135597,0.0067486465,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0892321505,0.0010497905,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,cars_test_accuracy,Cars Lin.,0.0833333358,0.0098039210,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,carsknn_knn_test_accuracy,Cars kNN,0.0478527620,0.0055214725,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3949500024,0.0006499887,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4805500060,0.0043499917,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6932000220,0.0045000017,2,False
sota/cifar-100-lt/bridge,jobs/sota/cifar-100-lt/bridge.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7416000068,0.0054999888,2,False
