experiment,job,metric,metric_display,mean,std,num_seeds,complete
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,aircraft_test_accuracy,Aircraft Lin.,0.1996600678,0.0039816700,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0984803041,0.0012326374,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,cars_test_accuracy,Cars Lin.,0.1278594757,0.0102694506,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,carsknn_knn_test_accuracy,Cars kNN,0.0535787319,0.0025212323,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3739666641,0.0040036095,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4992999931,0.0050338824,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6827999949,0.0017107636,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7588333289,0.0042129430,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,flowers_test_accuracy,Flowers Lin.,0.3571428657,0.0106038555,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.3035230438,0.0022854362,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4906683962,0.0045209734,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3940972288,0.0102572023,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,pets_test_accuracy,Pets Lin.,0.3768115938,0.0084000244,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,petsknn_knn_test_accuracy,Pets kNN,0.1859218925,0.0022505898,3,True
sota/diffusiondb-subset/bridge,jobs/sota/diffusiondb-subset/bridge.sh,training_time,Training time (h),16.4469019572,0.3207658702,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0250949816,0.0001413930,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0216956610,0.0009271760,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,cars_test_accuracy,Cars Lin.,0.0130718957,0.0041658659,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0102249489,0.0010427442,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.1112333313,0.0032427706,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1846000055,0.0033941138,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3522000015,0.0072585540,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4378666679,0.0090030814,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1428571443,0.0159057772,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0805962086,0.0097056812,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2191840261,0.0057334442,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1134982655,0.0066888163,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,pets_test_accuracy,Pets Lin.,0.1141304349,0.0058702370,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0504087197,0.0030585758,3,True
sota/diffusiondb-subset/bridge_sdclr,jobs/sota/diffusiondb-subset/bridge_sdclr.sh,training_time,Training time (h),15.4834928513,0.1947820256,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1238752231,0.0043049470,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0650869831,0.0009795996,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,cars_test_accuracy,Cars Lin.,0.0939542477,0.0118534464,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0298568501,0.0044896719,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.2664333284,0.0032663210,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.3913000027,0.0046882916,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.5747666756,0.0077012279,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.6784999967,0.0059849974,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,flowers_test_accuracy,Flowers Lin.,0.3030303021,0.0301480274,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2166395634,0.0080869672,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.5084635218,0.0060375120,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3697916667,0.0040132904,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,pets_test_accuracy,Pets Lin.,0.3369565209,0.0189569187,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1554041753,0.0042756038,3,True
sota/diffusiondb-subset/bridge_ts,jobs/sota/diffusiondb-subset/bridge_ts.sh,training_time,Training time (h),17.2199064891,0.0583572756,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.0239952014,0.0012725380,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0215956805,0.0019591999,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,cars_test_accuracy,Cars Lin.,0.0114379087,0.0015284547,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0128834353,0.0008676157,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.0995999997,0.0033176293,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.1843666683,0.0017326962,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.3261999985,0.0116106268,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.4238333305,0.0017518191,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,flowers_test_accuracy,Flowers Lin.,0.1298701266,0.0367328189,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.0614634144,0.0071778388,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.2100694478,0.0063418550,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.1056857655,0.0050242351,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,pets_test_accuracy,Pets Lin.,0.0824275364,0.0142645071,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.0483197098,0.0039569512,3,True
sota/diffusiondb-subset/sdclr,jobs/sota/diffusiondb-subset/sdclr.sh,training_time,Training time (h),11.1184577942,0.1641769020,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,aircraft_test_accuracy,Aircraft Lin.,0.1755648901,0.0084493473,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0875824839,0.0014896691,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,cars_test_accuracy,Cars Lin.,0.1090686272,0.0065614273,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,carsknn_knn_test_accuracy,Cars kNN,0.0431492850,0.0022587651,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3622333308,0.0040614739,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4857000013,0.0024385834,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6725999912,0.0007257372,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7441999912,0.0052940393,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,flowers_test_accuracy,Flowers Lin.,0.3116883139,0.0242964746,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2684010863,0.0038986835,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4529079894,0.0052173724,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3674045205,0.0077459106,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,pets_test_accuracy,Pets Lin.,0.3605072498,0.0126162993,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,petsknn_knn_test_accuracy,Pets kNN,0.1734786580,0.0012253195,3,True
sota/diffusiondb-subset/simclr,jobs/sota/diffusiondb-subset/simclr.sh,training_time,Training time (h),11.6159480413,0.1613198948,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,aircraft_test_accuracy,Aircraft Lin.,0.1544691076,0.0056486506,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,aircraftknn_knn_test_accuracy,Aircraft kNN,0.0730853826,0.0025489991,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,cars_test_accuracy,Cars Lin.,0.1074346403,0.0060313818,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,carsknn_knn_test_accuracy,Cars kNN,0.0310838446,0.0052137207,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,cifar100knn_knn_test_accuracy,CIFAR-100-LT kNN,0.3361333410,0.0034032629,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,cifar100r_test_accuracy,CIFAR-100-LT Lin.,0.4443666637,0.0034120748,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,cifar10knn_knn_test_accuracy,CIFAR-10-LT kNN,0.6471666892,0.0036554394,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,cifar10r_test_accuracy,CIFAR-10-LT Lin.,0.7232333223,0.0028859803,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,flowers_test_accuracy,Flowers Lin.,0.3311688304,0.0106038555,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,flowersknn_knn_test_accuracy,Flowers kNN,0.2321409235,0.0043434854,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,imagenet100lt_test_accuracy,ImageNet-100-LT Lin.,0.4882812401,0.0024359749,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,imagenet100ltknn_knn_test_accuracy,ImageNet-100-LT kNN,0.3780381978,0.0055327838,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,pets_test_accuracy,Pets Lin.,0.3985507190,0.0273844554,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,petsknn_knn_test_accuracy,Pets kNN,0.1701180736,0.0002568921,3,True
sota/diffusiondb-subset/ts,jobs/sota/diffusiondb-subset/ts.sh,training_time,Training time (h),12.1641782125,0.1435526257,3,True
